query_id,llm_warning,llm_fixed,issue,status
149,stackOverflow,ChatGpt2025,java:S1116,corrected
149,stackOverflow,ChatGpt2025,java:S3010,corrected
149,stackOverflow,ChatGpt2025,java:S115,corrected
149,stackOverflow,DeepSeek,java:S1068,corrected
149,stackOverflow,DeepSeek,java:S1116,corrected
149,stackOverflow,DeepSeek,java:S115,corrected
149,stackOverflow,DeepSeek,java:S3010,not_corrected
149,stackOverflow,Gemini,java:S1068,corrected
149,stackOverflow,Gemini,java:S1116,corrected
149,stackOverflow,Gemini,java:S3010,corrected
149,stackOverflow,Gemini,java:S115,corrected
15,ChatGpt,ChatGpt2025,java:S1481,corrected
15,ChatGpt,ChatGpt2025,java:S1854,corrected
15,ChatGpt,DeepSeek,java:S1481,corrected
15,ChatGpt,DeepSeek,java:S1854,corrected
15,ChatGpt,Gemini,java:S1481,corrected
15,ChatGpt,Gemini,java:S1854,corrected
15,stackOverflow,ChatGpt2025,java:S1481,corrected
15,stackOverflow,ChatGpt2025,java:S1854,corrected
15,stackOverflow,DeepSeek,java:S1481,corrected
15,stackOverflow,DeepSeek,java:S1854,corrected
15,stackOverflow,Gemini,java:S1481,not_corrected
15,stackOverflow,Gemini,java:S1854,not_corrected
150,ChatGpt,ChatGpt2025,java:S2293,corrected
150,ChatGpt,DeepSeek,java:S2293,corrected
150,ChatGpt,Gemini,java:S2293,corrected
150,Gemini,ChatGpt2025,java:S117,corrected
150,Gemini,DeepSeek,java:S117,corrected
150,Gemini,Gemini,java:S117,corrected
150,stackOverflow,ChatGpt2025,java:S2293,corrected
150,stackOverflow,ChatGpt2025,java:S117,corrected
150,stackOverflow,DeepSeek,java:S2293,corrected
150,stackOverflow,DeepSeek,java:S117,corrected
150,stackOverflow,Gemini,java:S2293,corrected
150,stackOverflow,Gemini,java:S117,corrected
151,ChatGpt2025,ChatGpt2025,java:S1481,corrected
151,ChatGpt2025,ChatGpt2025,java:S1854,corrected
151,ChatGpt2025,DeepSeek,java:S1481,corrected
151,ChatGpt2025,DeepSeek,java:S1854,corrected
151,ChatGpt2025,Gemini,java:S1481,not_corrected
151,ChatGpt2025,Gemini,java:S1854,not_corrected
151,DeepSeek,ChatGpt2025,java:S1481,corrected
151,DeepSeek,ChatGpt2025,java:S1854,corrected
151,DeepSeek,DeepSeek,java:S1481,corrected
151,DeepSeek,DeepSeek,java:S1854,corrected
151,DeepSeek,Gemini,java:S1481,corrected
151,DeepSeek,Gemini,java:S1854,corrected
151,stackOverflow,ChatGpt2025,java:S3740,corrected
151,stackOverflow,ChatGpt2025,java:S117,corrected
151,stackOverflow,DeepSeek,java:S3740,corrected
151,stackOverflow,DeepSeek,java:S117,corrected
151,stackOverflow,Gemini,java:S3740,corrected
151,stackOverflow,Gemini,java:S117,corrected
153,stackOverflow,ChatGpt2025,java:S3740,corrected
153,stackOverflow,ChatGpt2025,java:S2293,corrected
153,stackOverflow,DeepSeek,java:S3740,corrected
153,stackOverflow,DeepSeek,java:S2293,corrected
153,stackOverflow,Gemini,java:S3740,corrected
153,stackOverflow,Gemini,java:S2293,corrected
154,ChatGpt,ChatGpt2025,java:S1481,not_corrected
154,ChatGpt,ChatGpt2025,java:S1854,not_corrected
154,ChatGpt,DeepSeek,java:S1481,corrected
154,ChatGpt,DeepSeek,java:S1854,corrected
154,ChatGpt,Gemini,java:S1481,corrected
154,ChatGpt,Gemini,java:S1854,corrected
154,stackOverflow,ChatGpt2025,java:S1481,corrected
154,stackOverflow,ChatGpt2025,java:S1854,corrected
154,stackOverflow,DeepSeek,java:S1481,corrected
154,stackOverflow,DeepSeek,java:S1854,corrected
154,stackOverflow,Gemini,java:S1481,corrected
154,stackOverflow,Gemini,java:S1854,corrected
157,DeepSeek,ChatGpt2025,java:S6213,not_corrected
157,DeepSeek,DeepSeek,java:S6213,not_corrected
157,DeepSeek,Gemini,java:S6213,corrected
157,Gemini,ChatGpt2025,java:S6213,not_corrected
157,Gemini,DeepSeek,java:S6213,not_corrected
157,Gemini,Gemini,java:S6213,corrected
157,stackOverflow,ChatGpt2025,java:S1481,corrected
157,stackOverflow,ChatGpt2025,java:S1854,corrected
157,stackOverflow,DeepSeek,java:S1481,corrected
157,stackOverflow,DeepSeek,java:S1854,corrected
157,stackOverflow,Gemini,java:S1481,corrected
157,stackOverflow,Gemini,java:S1854,corrected
158,ChatGpt,ChatGpt2025,java:S1192,corrected
158,ChatGpt,ChatGpt2025,java:S1481,corrected
158,ChatGpt,ChatGpt2025,java:S1854,corrected
158,ChatGpt,DeepSeek,java:S1192,corrected
158,ChatGpt,DeepSeek,java:S1481,not_corrected
158,ChatGpt,DeepSeek,java:S1854,not_corrected
158,ChatGpt,Gemini,java:S1192,corrected
158,ChatGpt,Gemini,java:S1481,corrected
158,ChatGpt,Gemini,java:S1854,corrected
158,ChatGpt2025,ChatGpt2025,java:S1068,corrected
158,ChatGpt2025,ChatGpt2025,java:S1481,corrected
158,ChatGpt2025,ChatGpt2025,java:S1854,corrected
158,ChatGpt2025,DeepSeek,java:S1068,corrected
158,ChatGpt2025,DeepSeek,java:S1481,corrected
158,ChatGpt2025,DeepSeek,java:S1854,corrected
158,ChatGpt2025,Gemini,java:S1068,corrected
158,ChatGpt2025,Gemini,java:S1481,corrected
158,ChatGpt2025,Gemini,java:S1854,corrected
158,DeepSeek,ChatGpt2025,java:S1481,corrected
158,DeepSeek,ChatGpt2025,java:S1854,corrected
158,DeepSeek,DeepSeek,java:S1481,corrected
158,DeepSeek,DeepSeek,java:S1854,corrected
158,DeepSeek,Gemini,java:S1481,corrected
158,DeepSeek,Gemini,java:S1854,corrected
158,DeepSeek,Gemini,java:S125,introduced
158,stackOverflow,ChatGpt2025,java:S1481,corrected
158,stackOverflow,ChatGpt2025,java:S1854,corrected
158,stackOverflow,DeepSeek,java:S1481,corrected
158,stackOverflow,DeepSeek,java:S1854,corrected
158,stackOverflow,Gemini,java:S1481,corrected
158,stackOverflow,Gemini,java:S1854,corrected
159,ChatGpt,ChatGpt2025,java:S1905,corrected
159,ChatGpt,ChatGpt2025,java:S1481,not_corrected
159,ChatGpt,ChatGpt2025,java:S1854,not_corrected
159,ChatGpt,DeepSeek,java:S1905,corrected
159,ChatGpt,DeepSeek,java:S1481,not_corrected
159,ChatGpt,DeepSeek,java:S1854,not_corrected
159,ChatGpt,Gemini,java:S1905,corrected
159,ChatGpt,Gemini,java:S1481,not_corrected
159,ChatGpt,Gemini,java:S1854,not_corrected
159,ChatGpt2025,ChatGpt2025,java:S1481,not_corrected
159,ChatGpt2025,ChatGpt2025,java:S1854,not_corrected
159,ChatGpt2025,DeepSeek,java:S1481,not_corrected
159,ChatGpt2025,DeepSeek,java:S1854,not_corrected
159,ChatGpt2025,Gemini,java:S1481,not_corrected
159,ChatGpt2025,Gemini,java:S1854,not_corrected
159,DeepSeek,ChatGpt2025,java:S1481,not_corrected
159,DeepSeek,ChatGpt2025,java:S1854,not_corrected
159,DeepSeek,DeepSeek,java:S1481,not_corrected
159,DeepSeek,DeepSeek,java:S1854,not_corrected
159,DeepSeek,Gemini,java:S1481,not_corrected
159,DeepSeek,Gemini,java:S1854,not_corrected
159,stackOverflow,ChatGpt2025,java:S1854,corrected
159,stackOverflow,ChatGpt2025,java:S1481,not_corrected
159,stackOverflow,DeepSeek,java:S1481,corrected
159,stackOverflow,DeepSeek,java:S1854,corrected
159,stackOverflow,Gemini,java:S1854,corrected
159,stackOverflow,Gemini,java:S1481,not_corrected
16,ChatGpt2025,ChatGpt2025,java:S116,corrected
16,ChatGpt2025,ChatGpt2025,java:S1161,corrected
16,ChatGpt2025,DeepSeek,java:S116,corrected
16,ChatGpt2025,DeepSeek,java:S1161,corrected
16,ChatGpt2025,Gemini,java:S116,corrected
16,ChatGpt2025,Gemini,java:S1161,corrected
16,DeepSeek,ChatGpt2025,java:S116,corrected
16,DeepSeek,ChatGpt2025,java:S1161,corrected
16,DeepSeek,DeepSeek,java:S116,corrected
16,DeepSeek,DeepSeek,java:S1161,corrected
16,DeepSeek,Gemini,java:S116,corrected
16,DeepSeek,Gemini,java:S1161,corrected
16,Gemini,ChatGpt2025,java:S1192,corrected
16,Gemini,DeepSeek,java:S1192,corrected
16,Gemini,Gemini,java:S1192,corrected
16,stackOverflow,ChatGpt2025,java:S1604,corrected
16,stackOverflow,DeepSeek,java:S1604,corrected
16,stackOverflow,Gemini,java:S1604,corrected
160,DeepSeek,ChatGpt2025,java:S125,corrected
160,DeepSeek,DeepSeek,java:S125,corrected
160,DeepSeek,Gemini,java:S125,corrected
160,stackOverflow,ChatGpt2025,java:S1481,corrected
160,stackOverflow,ChatGpt2025,java:S1854,corrected
160,stackOverflow,DeepSeek,java:S1481,corrected
160,stackOverflow,DeepSeek,java:S1854,corrected
160,stackOverflow,Gemini,java:S1481,corrected
160,stackOverflow,Gemini,java:S1854,not_corrected
162,ChatGpt,ChatGpt2025,java:S3012,corrected
162,ChatGpt,DeepSeek,java:S3012,corrected
162,ChatGpt,Gemini,java:S3012,corrected
162,ChatGpt2025,ChatGpt2025,java:S3012,corrected
162,ChatGpt2025,DeepSeek,java:S3012,corrected
162,ChatGpt2025,Gemini,java:S3012,corrected
162,DeepSeek,ChatGpt2025,java:S1481,corrected
162,DeepSeek,ChatGpt2025,java:S1854,corrected
162,DeepSeek,DeepSeek,java:S1481,corrected
162,DeepSeek,DeepSeek,java:S1854,corrected
162,DeepSeek,Gemini,java:S1481,corrected
162,DeepSeek,Gemini,java:S1854,corrected
162,Gemini,ChatGpt2025,java:S3012,corrected
162,Gemini,DeepSeek,java:S3012,corrected
162,Gemini,Gemini,java:S3012,corrected
162,stackOverflow,ChatGpt2025,java:S116,corrected
162,stackOverflow,DeepSeek,java:S116,corrected
162,stackOverflow,Gemini,java:S116,corrected
163,ChatGpt,ChatGpt2025,java:S1481,not_corrected
163,ChatGpt,ChatGpt2025,java:S1854,not_corrected
163,ChatGpt,DeepSeek,java:S1481,not_corrected
163,ChatGpt,DeepSeek,java:S1854,not_corrected
163,ChatGpt,Gemini,java:S1481,not_corrected
163,ChatGpt,Gemini,java:S1854,not_corrected
163,ChatGpt2025,ChatGpt2025,java:S1481,not_corrected
163,ChatGpt2025,ChatGpt2025,java:S1854,not_corrected
163,ChatGpt2025,DeepSeek,java:S1481,not_corrected
163,ChatGpt2025,DeepSeek,java:S1854,not_corrected
163,ChatGpt2025,Gemini,java:S1481,not_corrected
163,ChatGpt2025,Gemini,java:S1854,not_corrected
163,DeepSeek,ChatGpt2025,java:S1481,corrected
163,DeepSeek,ChatGpt2025,java:S1854,corrected
163,DeepSeek,DeepSeek,java:S1481,corrected
163,DeepSeek,DeepSeek,java:S1854,corrected
163,DeepSeek,Gemini,java:S1481,corrected
163,DeepSeek,Gemini,java:S1854,corrected
163,DeepSeek,Gemini,java:S125,introduced
163,stackOverflow,ChatGpt2025,java:S1481,corrected
163,stackOverflow,ChatGpt2025,java:S1854,corrected
163,stackOverflow,ChatGpt2025,java:S1186,introduced
163,stackOverflow,DeepSeek,java:S1481,corrected
163,stackOverflow,DeepSeek,java:S1854,corrected
163,stackOverflow,Gemini,java:S1481,corrected
163,stackOverflow,Gemini,java:S1854,corrected
163,stackOverflow,Gemini,java:S1186,introduced
164,stackOverflow,ChatGpt2025,java:S2293,corrected
164,stackOverflow,ChatGpt2025,java:S1604,corrected
164,stackOverflow,ChatGpt2025,java:S1602,introduced
164,stackOverflow,DeepSeek,java:S2293,corrected
164,stackOverflow,DeepSeek,java:S1604,corrected
164,stackOverflow,Gemini,java:S2293,corrected
164,stackOverflow,Gemini,java:S1604,corrected
167,ChatGpt2025,ChatGpt2025,java:S1481,corrected
167,ChatGpt2025,ChatGpt2025,java:S1854,corrected
167,ChatGpt2025,DeepSeek,java:S1481,corrected
167,ChatGpt2025,DeepSeek,java:S1854,corrected
167,ChatGpt2025,Gemini,java:S1481,corrected
167,ChatGpt2025,Gemini,java:S1854,corrected
168,ChatGpt,ChatGpt2025,java:S125,corrected
168,ChatGpt,DeepSeek,java:S125,corrected
168,ChatGpt,Gemini,java:S125,corrected
168,ChatGpt2025,ChatGpt2025,java:S1481,not_corrected
168,ChatGpt2025,ChatGpt2025,java:S1854,not_corrected
168,ChatGpt2025,DeepSeek,java:S1481,not_corrected
168,ChatGpt2025,DeepSeek,java:S1854,not_corrected
168,ChatGpt2025,Gemini,java:S1481,not_corrected
168,ChatGpt2025,Gemini,java:S1854,not_corrected
168,stackOverflow,ChatGpt2025,java:S1481,corrected
168,stackOverflow,ChatGpt2025,java:S1854,corrected
168,stackOverflow,ChatGpt2025,java:S1186,introduced
168,stackOverflow,DeepSeek,java:S1481,corrected
168,stackOverflow,DeepSeek,java:S1854,corrected
168,stackOverflow,Gemini,java:S1481,corrected
168,stackOverflow,Gemini,java:S1854,corrected
168,stackOverflow,Gemini,java:S1186,introduced
169,Gemini,ChatGpt2025,java:S125,not_corrected
169,Gemini,DeepSeek,java:S125,corrected
169,Gemini,Gemini,java:S125,not_corrected
170,stackOverflow,ChatGpt2025,java:S1481,corrected
170,stackOverflow,ChatGpt2025,java:S1854,corrected
170,stackOverflow,ChatGpt2025,java:S4719,corrected
170,stackOverflow,DeepSeek,java:S1481,corrected
170,stackOverflow,DeepSeek,java:S1854,corrected
170,stackOverflow,DeepSeek,java:S4719,corrected
170,stackOverflow,Gemini,java:S1481,corrected
170,stackOverflow,Gemini,java:S1854,corrected
170,stackOverflow,Gemini,java:S4719,corrected
171,DeepSeek,ChatGpt2025,java:S1481,not_corrected
171,DeepSeek,ChatGpt2025,java:S1854,not_corrected
171,DeepSeek,DeepSeek,java:S1481,corrected
171,DeepSeek,DeepSeek,java:S1854,corrected
171,DeepSeek,Gemini,java:S1481,corrected
171,DeepSeek,Gemini,java:S1854,corrected
172,ChatGpt,ChatGpt2025,java:S1602,corrected
172,ChatGpt,DeepSeek,java:S1602,corrected
172,ChatGpt,Gemini,java:S1602,corrected
172,ChatGpt2025,ChatGpt2025,java:S1481,corrected
172,ChatGpt2025,ChatGpt2025,java:S1854,corrected
172,ChatGpt2025,DeepSeek,java:S1481,corrected
172,ChatGpt2025,DeepSeek,java:S1854,corrected
172,ChatGpt2025,Gemini,java:S1481,corrected
172,ChatGpt2025,Gemini,java:S1854,corrected
172,DeepSeek,ChatGpt2025,java:S1481,corrected
172,DeepSeek,ChatGpt2025,java:S1854,corrected
172,DeepSeek,DeepSeek,java:S1481,corrected
172,DeepSeek,DeepSeek,java:S1854,corrected
172,DeepSeek,Gemini,java:S1481,corrected
172,DeepSeek,Gemini,java:S1854,corrected
173,ChatGpt,ChatGpt2025,java:S1450,corrected
173,ChatGpt,ChatGpt2025,java:S1068,corrected
173,ChatGpt,ChatGpt2025,java:S1604,corrected
173,ChatGpt,DeepSeek,java:S1450,corrected
173,ChatGpt,DeepSeek,java:S1068,corrected
173,ChatGpt,DeepSeek,java:S1604,corrected
173,ChatGpt,DeepSeek,java:S1172,introduced
173,ChatGpt,DeepSeek,java:S117,introduced
173,ChatGpt,Gemini,java:S1450,corrected
173,ChatGpt,Gemini,java:S1068,corrected
173,ChatGpt,Gemini,java:S1604,corrected
173,Gemini,ChatGpt2025,java:S1192,corrected
173,Gemini,DeepSeek,java:S1192,corrected
173,Gemini,Gemini,java:S1192,corrected
173,stackOverflow,ChatGpt2025,java:S1068,corrected
173,stackOverflow,DeepSeek,java:S1068,corrected
173,stackOverflow,Gemini,java:S1068,corrected
174,stackOverflow,ChatGpt2025,java:S2293,corrected
174,stackOverflow,ChatGpt2025,java:S125,corrected
174,stackOverflow,DeepSeek,java:S2293,corrected
174,stackOverflow,DeepSeek,java:S125,corrected
174,stackOverflow,Gemini,java:S2293,corrected
174,stackOverflow,Gemini,java:S125,corrected
175,stackOverflow,ChatGpt2025,java:S1481,corrected
175,stackOverflow,ChatGpt2025,java:S1854,corrected
175,stackOverflow,DeepSeek,java:S1481,corrected
175,stackOverflow,DeepSeek,java:S1854,corrected
175,stackOverflow,Gemini,java:S1481,corrected
175,stackOverflow,Gemini,java:S1854,corrected
176,ChatGpt,ChatGpt2025,java:S125,corrected
176,ChatGpt,DeepSeek,java:S125,corrected
176,ChatGpt,Gemini,java:S125,corrected
176,ChatGpt2025,ChatGpt2025,java:S3252,corrected
176,ChatGpt2025,DeepSeek,java:S3252,corrected
176,ChatGpt2025,Gemini,java:S3252,corrected
176,Gemini,ChatGpt2025,java:S125,corrected
176,Gemini,DeepSeek,java:S125,corrected
176,Gemini,Gemini,java:S125,corrected
176,stackOverflow,ChatGpt2025,java:S1481,corrected
176,stackOverflow,ChatGpt2025,java:S1854,corrected
176,stackOverflow,DeepSeek,java:S1481,corrected
176,stackOverflow,DeepSeek,java:S1854,corrected
176,stackOverflow,Gemini,java:S1481,corrected
176,stackOverflow,Gemini,java:S1854,corrected
178,DeepSeek,ChatGpt2025,java:S1172,corrected
178,DeepSeek,ChatGpt2025,java:S1144,corrected
178,DeepSeek,ChatGpt2025,java:S117,corrected
178,DeepSeek,ChatGpt2025,java:S125,corrected
178,DeepSeek,DeepSeek,java:S1172,corrected
178,DeepSeek,DeepSeek,java:S1144,corrected
178,DeepSeek,DeepSeek,java:S117,corrected
178,DeepSeek,DeepSeek,java:S125,corrected
178,DeepSeek,Gemini,java:S1172,corrected
178,DeepSeek,Gemini,java:S1144,corrected
178,DeepSeek,Gemini,java:S117,corrected
178,DeepSeek,Gemini,java:S125,corrected
178,stackOverflow,ChatGpt2025,java:S1602,corrected
178,stackOverflow,ChatGpt2025,java:S1116,corrected
178,stackOverflow,DeepSeek,java:S1602,corrected
178,stackOverflow,DeepSeek,java:S1116,corrected
178,stackOverflow,Gemini,java:S1602,corrected
178,stackOverflow,Gemini,java:S1116,corrected
179,ChatGpt,ChatGpt2025,java:S1481,corrected
179,ChatGpt,ChatGpt2025,java:S1854,corrected
179,ChatGpt,DeepSeek,java:S1481,corrected
179,ChatGpt,DeepSeek,java:S1854,corrected
179,ChatGpt,Gemini,java:S1481,corrected
179,ChatGpt,Gemini,java:S1854,corrected
179,stackOverflow,ChatGpt2025,java:S1481,not_corrected
179,stackOverflow,ChatGpt2025,java:S1854,not_corrected
179,stackOverflow,DeepSeek,java:S1481,corrected
179,stackOverflow,DeepSeek,java:S1854,corrected
179,stackOverflow,Gemini,java:S1481,corrected
179,stackOverflow,Gemini,java:S1854,corrected
18,stackOverflow,ChatGpt2025,java:S1481,corrected
18,stackOverflow,ChatGpt2025,java:S1854,corrected
18,stackOverflow,DeepSeek,java:S1481,corrected
18,stackOverflow,DeepSeek,java:S1854,corrected
18,stackOverflow,Gemini,java:S1481,corrected
18,stackOverflow,Gemini,java:S1854,corrected
180,ChatGpt,ChatGpt2025,java:S2147,corrected
180,ChatGpt,DeepSeek,java:S2147,corrected
180,ChatGpt,Gemini,java:S2147,corrected
180,stackOverflow,ChatGpt2025,java:S1481,corrected
180,stackOverflow,ChatGpt2025,java:S1854,corrected
180,stackOverflow,DeepSeek,java:S1481,corrected
180,stackOverflow,DeepSeek,java:S1854,corrected
180,stackOverflow,Gemini,java:S1481,corrected
180,stackOverflow,Gemini,java:S1854,corrected
181,ChatGpt,ChatGpt2025,java:S1854,not_corrected
181,ChatGpt,ChatGpt2025,java:S1481,introduced
181,ChatGpt,DeepSeek,java:S1854,corrected
181,ChatGpt,Gemini,java:S1854,not_corrected
181,ChatGpt,Gemini,java:S1481,introduced
181,DeepSeek,ChatGpt2025,java:S6035,corrected
181,DeepSeek,DeepSeek,java:S6035,corrected
181,DeepSeek,Gemini,java:S6035,corrected
182,ChatGpt,ChatGpt2025,java:S1481,not_corrected
182,ChatGpt,ChatGpt2025,java:S1854,not_corrected
182,ChatGpt,DeepSeek,java:S1481,not_corrected
182,ChatGpt,DeepSeek,java:S1854,not_corrected
182,ChatGpt,Gemini,java:S1481,not_corrected
182,ChatGpt,Gemini,java:S1854,not_corrected
182,stackOverflow,ChatGpt2025,java:S1481,corrected
182,stackOverflow,DeepSeek,java:S1481,corrected
182,stackOverflow,Gemini,java:S1481,not_corrected
183,ChatGpt,ChatGpt2025,java:S1481,not_corrected
183,ChatGpt,ChatGpt2025,java:S1854,not_corrected
183,ChatGpt,DeepSeek,java:S1481,corrected
183,ChatGpt,DeepSeek,java:S1854,corrected
183,ChatGpt,Gemini,java:S1481,corrected
183,ChatGpt,Gemini,java:S1854,corrected
183,ChatGpt2025,ChatGpt2025,java:S7158,corrected
183,ChatGpt2025,DeepSeek,java:S7158,corrected
183,ChatGpt2025,Gemini,java:S7158,corrected
183,Gemini,ChatGpt2025,java:S7158,corrected
183,Gemini,DeepSeek,java:S7158,corrected
183,Gemini,Gemini,java:S7158,corrected
183,stackOverflow,ChatGpt2025,java:S1481,corrected
183,stackOverflow,ChatGpt2025,java:S1854,corrected
183,stackOverflow,ChatGpt2025,java:S100,corrected
183,stackOverflow,DeepSeek,java:S100,corrected
183,stackOverflow,DeepSeek,java:S1481,not_corrected
183,stackOverflow,DeepSeek,java:S1854,not_corrected
183,stackOverflow,Gemini,java:S1481,corrected
183,stackOverflow,Gemini,java:S1854,corrected
183,stackOverflow,Gemini,java:S100,corrected
185,Gemini,ChatGpt2025,java:S1481,corrected
185,Gemini,ChatGpt2025,java:S1854,corrected
185,Gemini,DeepSeek,java:S1481,corrected
185,Gemini,DeepSeek,java:S1854,corrected
185,Gemini,Gemini,java:S1481,corrected
185,Gemini,Gemini,java:S1854,corrected
186,ChatGpt2025,ChatGpt2025,java:S128,corrected
186,ChatGpt2025,DeepSeek,java:S128,corrected
186,ChatGpt2025,Gemini,java:S128,corrected
186,Gemini,ChatGpt2025,java:S1854,corrected
186,Gemini,ChatGpt2025,java:S128,corrected
186,Gemini,ChatGpt2025,java:S1192,introduced
186,Gemini,ChatGpt2025,java:S1871,introduced
186,Gemini,DeepSeek,java:S1854,corrected
186,Gemini,DeepSeek,java:S128,corrected
186,Gemini,Gemini,java:S1854,corrected
186,Gemini,Gemini,java:S128,corrected
188,DeepSeek,ChatGpt2025,java:S2140,corrected
188,DeepSeek,DeepSeek,java:S2140,corrected
188,DeepSeek,Gemini,java:S2140,corrected
188,stackOverflow,ChatGpt2025,java:S1481,not_corrected
188,stackOverflow,ChatGpt2025,java:S1854,not_corrected
188,stackOverflow,DeepSeek,java:S1481,not_corrected
188,stackOverflow,DeepSeek,java:S1854,not_corrected
188,stackOverflow,Gemini,java:S1481,corrected
188,stackOverflow,Gemini,java:S1854,corrected
188,stackOverflow,Gemini,java:S1186,introduced
19,stackOverflow,ChatGpt2025,java:S1481,corrected
19,stackOverflow,ChatGpt2025,java:S1854,corrected
19,stackOverflow,DeepSeek,java:S1481,corrected
19,stackOverflow,DeepSeek,java:S1854,corrected
19,stackOverflow,Gemini,java:S1481,corrected
19,stackOverflow,Gemini,java:S1854,corrected
190,ChatGpt2025,ChatGpt2025,java:S1481,corrected
190,ChatGpt2025,ChatGpt2025,java:S1854,corrected
190,ChatGpt2025,ChatGpt2025,java:S1186,introduced
190,ChatGpt2025,DeepSeek,java:S1854,corrected
190,ChatGpt2025,DeepSeek,java:S1481,not_corrected
190,ChatGpt2025,Gemini,java:S1481,corrected
190,ChatGpt2025,Gemini,java:S1854,corrected
190,ChatGpt2025,Gemini,java:S1186,introduced
190,DeepSeek,ChatGpt2025,java:S1481,corrected
190,DeepSeek,ChatGpt2025,java:S1854,corrected
190,DeepSeek,ChatGpt2025,java:S125,corrected
190,DeepSeek,ChatGpt2025,java:S1186,introduced
190,DeepSeek,DeepSeek,java:S1481,corrected
190,DeepSeek,DeepSeek,java:S1854,corrected
190,DeepSeek,DeepSeek,java:S125,corrected
190,DeepSeek,DeepSeek,java:S1186,introduced
190,DeepSeek,Gemini,java:S1481,corrected
190,DeepSeek,Gemini,java:S1854,corrected
190,DeepSeek,Gemini,java:S125,corrected
190,Gemini,ChatGpt2025,java:S1481,corrected
190,Gemini,ChatGpt2025,java:S1186,introduced
190,Gemini,DeepSeek,java:S1481,corrected
190,Gemini,DeepSeek,java:S1186,introduced
190,Gemini,Gemini,java:S1481,corrected
190,Gemini,Gemini,java:S1186,introduced
191,ChatGpt,ChatGpt2025,java:S1481,corrected
191,ChatGpt,ChatGpt2025,java:S1854,corrected
191,ChatGpt,DeepSeek,java:S1481,corrected
191,ChatGpt,DeepSeek,java:S1854,corrected
191,ChatGpt,DeepSeek,java:S1186,introduced
191,ChatGpt,Gemini,java:S1481,corrected
191,ChatGpt,Gemini,java:S1854,corrected
191,ChatGpt2025,ChatGpt2025,java:S1481,corrected
191,ChatGpt2025,ChatGpt2025,java:S1854,corrected
191,ChatGpt2025,ChatGpt2025,java:S1186,introduced
191,ChatGpt2025,DeepSeek,java:S1481,corrected
191,ChatGpt2025,DeepSeek,java:S1854,corrected
191,ChatGpt2025,DeepSeek,java:S1186,introduced
191,ChatGpt2025,Gemini,java:S1481,corrected
191,ChatGpt2025,Gemini,java:S1854,corrected
191,ChatGpt2025,Gemini,java:S1186,introduced
191,DeepSeek,ChatGpt2025,java:S1481,corrected
191,DeepSeek,ChatGpt2025,java:S1854,corrected
191,DeepSeek,ChatGpt2025,java:S1186,introduced
191,DeepSeek,DeepSeek,java:S1481,corrected
191,DeepSeek,DeepSeek,java:S1854,corrected
191,DeepSeek,DeepSeek,java:S1186,introduced
191,DeepSeek,Gemini,java:S1481,corrected
191,DeepSeek,Gemini,java:S1854,corrected
191,DeepSeek,Gemini,java:S1186,introduced
192,ChatGpt2025,ChatGpt2025,java:S1192,corrected
192,ChatGpt2025,DeepSeek,java:S1192,corrected
192,ChatGpt2025,Gemini,java:S1192,corrected
192,DeepSeek,ChatGpt2025,java:S3358,corrected
192,DeepSeek,DeepSeek,java:S3358,corrected
192,DeepSeek,Gemini,java:S3358,corrected
192,stackOverflow,ChatGpt2025,java:S1171,corrected
192,stackOverflow,ChatGpt2025,java:S117,corrected
192,stackOverflow,DeepSeek,java:S1171,corrected
192,stackOverflow,DeepSeek,java:S117,corrected
192,stackOverflow,Gemini,java:S1171,corrected
192,stackOverflow,Gemini,java:S117,corrected
194,ChatGpt,ChatGpt2025,java:S3012,corrected
194,ChatGpt,ChatGpt2025,java:S1481,corrected
194,ChatGpt,ChatGpt2025,java:S1854,corrected
194,ChatGpt,DeepSeek,java:S3012,corrected
194,ChatGpt,DeepSeek,java:S1481,corrected
194,ChatGpt,DeepSeek,java:S1854,corrected
194,ChatGpt,Gemini,java:S3012,corrected
194,ChatGpt,Gemini,java:S1481,corrected
194,ChatGpt,Gemini,java:S1854,corrected
194,ChatGpt2025,ChatGpt2025,java:S3012,corrected
194,ChatGpt2025,DeepSeek,java:S3012,corrected
194,ChatGpt2025,Gemini,java:S3012,corrected
194,DeepSeek,ChatGpt2025,java:S1854,corrected
194,DeepSeek,DeepSeek,java:S1854,not_corrected
194,DeepSeek,Gemini,java:S1854,corrected
194,Gemini,ChatGpt2025,java:S3012,corrected
194,Gemini,DeepSeek,java:S3012,corrected
194,Gemini,Gemini,java:S3012,corrected
194,stackOverflow,ChatGpt2025,java:S2293,corrected
194,stackOverflow,ChatGpt2025,java:S117,corrected
194,stackOverflow,ChatGpt2025,java:S1854,not_corrected
194,stackOverflow,ChatGpt2025,java:S1481,introduced
194,stackOverflow,DeepSeek,java:S2293,corrected
194,stackOverflow,DeepSeek,java:S117,corrected
194,stackOverflow,DeepSeek,java:S1854,not_corrected
194,stackOverflow,DeepSeek,java:S1481,introduced
194,stackOverflow,Gemini,java:S1854,corrected
194,stackOverflow,Gemini,java:S2293,corrected
194,stackOverflow,Gemini,java:S117,corrected
195,ChatGpt2025,ChatGpt2025,java:S1481,corrected
195,ChatGpt2025,ChatGpt2025,java:S1854,corrected
195,ChatGpt2025,DeepSeek,java:S1481,corrected
