query_id,llm_fixed,status
278,DeepSeek,not_corrected
278,Gemini,introduced
278,ChatGpt2025,corrected
278,DeepSeek,corrected
278,Gemini,not_corrected
279,ChatGpt2025,corrected
279,DeepSeek,corrected
279,Gemini,corrected
279,ChatGpt2025,corrected
279,DeepSeek,corrected
279,Gemini,corrected
279,ChatGpt2025,corrected
279,DeepSeek,corrected
279,Gemini,corrected
28,ChatGpt2025,corrected
28,DeepSeek,corrected
28,Gemini,corrected
28,ChatGpt2025,corrected
28,DeepSeek,corrected
28,Gemini,corrected
28,ChatGpt2025,corrected
28,DeepSeek,corrected
28,Gemini,corrected
281,ChatGpt2025,corrected
281,DeepSeek,corrected
281,Gemini,corrected
281,ChatGpt2025,not_corrected
281,DeepSeek,not_corrected
281,Gemini,not_corrected
283,ChatGpt2025,introduced
283,DeepSeek,introduced
283,Gemini,corrected
284,ChatGpt2025,not_corrected
284,DeepSeek,corrected
284,Gemini,not_corrected
284,ChatGpt2025,not_corrected
284,DeepSeek,not_corrected
284,Gemini,not_corrected
285,ChatGpt2025,corrected
285,DeepSeek,corrected
285,Gemini,corrected
285,ChatGpt2025,corrected
285,DeepSeek,corrected
285,Gemini,corrected
286,ChatGpt2025,corrected
286,DeepSeek,corrected
286,Gemini,corrected
286,ChatGpt2025,corrected
286,DeepSeek,corrected
286,Gemini,corrected
287,ChatGpt2025,corrected
287,DeepSeek,corrected
287,Gemini,corrected
287,ChatGpt2025,introduced
287,DeepSeek,introduced
287,Gemini,corrected
288,ChatGpt2025,corrected
288,DeepSeek,corrected
288,Gemini,corrected
288,ChatGpt2025,introduced
288,DeepSeek,introduced
288,Gemini,introduced
29,ChatGpt2025,corrected
29,DeepSeek,corrected
29,Gemini,corrected
29,ChatGpt2025,corrected
29,DeepSeek,corrected
29,Gemini,corrected
29,ChatGpt2025,corrected
29,DeepSeek,corrected
29,Gemini,corrected
29,ChatGpt2025,introduced
29,DeepSeek,introduced
29,Gemini,corrected
290,ChatGpt2025,corrected
290,DeepSeek,corrected
290,Gemini,corrected
291,ChatGpt2025,corrected
291,DeepSeek,corrected
291,Gemini,corrected
293,ChatGpt2025,corrected
293,DeepSeek,corrected
293,Gemini,corrected
294,ChatGpt2025,introduced
294,DeepSeek,corrected
294,Gemini,introduced
294,ChatGpt2025,corrected
294,DeepSeek,corrected
294,Gemini,corrected
294,ChatGpt2025,corrected
294,DeepSeek,corrected
294,Gemini,corrected
295,ChatGpt2025,corrected
295,DeepSeek,corrected
295,Gemini,corrected
295,ChatGpt2025,corrected
295,DeepSeek,corrected
295,Gemini,corrected
295,ChatGpt2025,corrected
295,DeepSeek,corrected
295,Gemini,corrected
297,ChatGpt2025,corrected
297,DeepSeek,corrected
297,Gemini,introduced
297,ChatGpt2025,corrected
297,DeepSeek,corrected
297,Gemini,corrected
298,ChatGpt2025,corrected
298,DeepSeek,corrected
298,Gemini,corrected
298,ChatGpt2025,corrected
298,DeepSeek,corrected
298,Gemini,corrected
299,ChatGpt2025,introduced
299,DeepSeek,introduced
299,Gemini,introduced
299,ChatGpt2025,introduced
299,DeepSeek,introduced
299,Gemini,introduced
299,ChatGpt2025,introduced
299,DeepSeek,introduced
299,Gemini,introduced
299,ChatGpt2025,introduced
299,DeepSeek,introduced
299,Gemini,introduced
299,ChatGpt2025,not_corrected
299,DeepSeek,introduced
299,Gemini,introduced
3,ChatGpt2025,introduced
3,DeepSeek,corrected
3,Gemini,not_corrected
30,ChatGpt2025,introduced
30,DeepSeek,corrected
30,Gemini,introduced
30,ChatGpt2025,corrected
30,DeepSeek,corrected
30,Gemini,corrected
30,ChatGpt2025,corrected
30,DeepSeek,corrected
30,Gemini,corrected
30,ChatGpt2025,corrected
30,DeepSeek,corrected
30,Gemini,corrected
300,ChatGpt2025,corrected
300,DeepSeek,corrected
300,Gemini,corrected
302,ChatGpt2025,not_corrected
302,DeepSeek,corrected
302,Gemini,corrected
302,ChatGpt2025,corrected
302,DeepSeek,corrected
302,Gemini,corrected
303,ChatGpt2025,corrected
303,DeepSeek,corrected
303,Gemini,corrected
304,ChatGpt2025,corrected
304,DeepSeek,corrected
304,Gemini,corrected
304,ChatGpt2025,not_corrected
304,DeepSeek,corrected
304,Gemini,corrected
306,ChatGpt2025,introduced
306,DeepSeek,introduced
306,Gemini,corrected
306,ChatGpt2025,corrected
306,DeepSeek,corrected
306,Gemini,not_corrected
306,ChatGpt2025,introduced
306,DeepSeek,corrected
306,Gemini,introduced
307,ChatGpt2025,corrected
307,DeepSeek,corrected
307,Gemini,not_corrected
308,ChatGpt2025,corrected
308,DeepSeek,corrected
308,Gemini,not_corrected
309,ChatGpt2025,not_corrected
309,DeepSeek,not_corrected
309,Gemini,not_corrected
309,ChatGpt2025,not_corrected
309,DeepSeek,corrected
309,Gemini,introduced
309,ChatGpt2025,corrected
309,DeepSeek,corrected
309,Gemini,corrected
309,ChatGpt2025,corrected
309,DeepSeek,corrected
309,Gemini,introduced
311,ChatGpt2025,corrected
311,DeepSeek,corrected
311,Gemini,corrected
312,ChatGpt2025,corrected
312,DeepSeek,corrected
312,Gemini,corrected
312,ChatGpt2025,corrected
312,DeepSeek,corrected
312,Gemini,corrected
313,ChatGpt2025,corrected
313,DeepSeek,corrected
313,Gemini,corrected
313,ChatGpt2025,corrected
313,DeepSeek,corrected
313,Gemini,not_corrected
314,ChatGpt2025,corrected
314,DeepSeek,corrected
314,Gemini,corrected
314,ChatGpt2025,corrected
314,DeepSeek,corrected
314,Gemini,corrected
316,ChatGpt2025,corrected
316,DeepSeek,corrected
316,Gemini,corrected
318,ChatGpt2025,not_corrected
318,DeepSeek,corrected
318,Gemini,corrected
319,ChatGpt2025,corrected
319,DeepSeek,corrected
319,Gemini,corrected
319,ChatGpt2025,corrected
319,DeepSeek,corrected
319,Gemini,corrected
32,ChatGpt2025,corrected
32,DeepSeek,corrected
32,Gemini,corrected
320,ChatGpt2025,corrected
320,DeepSeek,corrected
320,Gemini,corrected
320,ChatGpt2025,corrected
320,DeepSeek,corrected
320,Gemini,introduced
321,ChatGpt2025,introduced
321,DeepSeek,corrected
321,Gemini,corrected
321,ChatGpt2025,corrected
321,DeepSeek,corrected
321,Gemini,corrected
321,ChatGpt2025,introduced
321,DeepSeek,corrected
321,Gemini,corrected
324,ChatGpt2025,corrected
324,DeepSeek,corrected
324,Gemini,corrected
325,ChatGpt2025,corrected
325,DeepSeek,corrected
325,Gemini,corrected
325,ChatGpt2025,corrected
325,DeepSeek,corrected
325,Gemini,corrected
325,ChatGpt2025,corrected
325,DeepSeek,corrected
325,Gemini,corrected
325,ChatGpt2025,introduced
325,DeepSeek,introduced
325,Gemini,corrected
325,ChatGpt2025,corrected
325,DeepSeek,corrected
325,Gemini,corrected
326,ChatGpt2025,corrected
326,DeepSeek,corrected
326,Gemini,corrected
327,ChatGpt2025,corrected
327,DeepSeek,corrected
327,Gemini,corrected
328,ChatGpt2025,corrected
328,DeepSeek,corrected
328,Gemini,corrected
328,ChatGpt2025,corrected
328,DeepSeek,corrected
328,Gemini,corrected
329,ChatGpt2025,corrected
329,DeepSeek,corrected
329,Gemini,corrected
329,ChatGpt2025,corrected
329,DeepSeek,corrected
329,Gemini,corrected
329,ChatGpt2025,corrected
329,DeepSeek,corrected
329,Gemini,corrected
329,ChatGpt2025,introduced
329,DeepSeek,introduced
329,Gemini,introduced
33,ChatGpt2025,corrected
33,DeepSeek,corrected
33,Gemini,corrected
33,ChatGpt2025,corrected
33,DeepSeek,corrected
33,Gemini,corrected
33,ChatGpt2025,not_corrected
33,DeepSeek,not_corrected
33,Gemini,corrected
330,ChatGpt2025,corrected
330,DeepSeek,introduced
330,Gemini,corrected
330,ChatGpt2025,corrected
330,DeepSeek,corrected
330,Gemini,corrected
331,ChatGpt2025,corrected
331,DeepSeek,corrected
331,Gemini,corrected
333,ChatGpt2025,corrected
333,DeepSeek,corrected
333,Gemini,corrected
334,ChatGpt2025,corrected
334,DeepSeek,corrected
334,Gemini,corrected
335,ChatGpt2025,corrected
335,DeepSeek,corrected
335,Gemini,corrected
335,ChatGpt2025,corrected
335,DeepSeek,corrected
335,Gemini,corrected
336,ChatGpt2025,corrected
336,DeepSeek,corrected
336,Gemini,corrected
336,ChatGpt2025,corrected
336,DeepSeek,corrected
336,Gemini,corrected
336,ChatGpt2025,corrected
336,DeepSeek,corrected
336,Gemini,corrected
337,ChatGpt2025,corrected
337,DeepSeek,corrected
337,Gemini,corrected
338,ChatGpt2025,corrected
338,DeepSeek,corrected
338,Gemini,corrected
338,ChatGpt2025,corrected
338,DeepSeek,corrected
338,Gemini,corrected
338,ChatGpt2025,corrected
338,DeepSeek,corrected
338,Gemini,corrected
339,ChatGpt2025,not_corrected
339,DeepSeek,not_corrected
339,Gemini,corrected
34,ChatGpt2025,corrected
34,DeepSeek,corrected
34,Gemini,corrected
340,ChatGpt2025,corrected
340,DeepSeek,not_corrected
340,Gemini,not_corrected
341,ChatGpt2025,introduced
341,DeepSeek,corrected
341,Gemini,introduced
341,ChatGpt2025,corrected
341,DeepSeek,corrected
341,Gemini,corrected
341,ChatGpt2025,corrected
341,DeepSeek,corrected
341,Gemini,corrected
342,ChatGpt2025,corrected
342,DeepSeek,corrected
342,Gemini,corrected
342,ChatGpt2025,introduced
342,DeepSeek,corrected
342,Gemini,corrected
342,ChatGpt2025,corrected
342,DeepSeek,not_corrected
342,Gemini,not_corrected
343,ChatGpt2025,not_corrected
343,DeepSeek,not_corrected
343,Gemini,not_corrected
344,ChatGpt2025,corrected
344,DeepSeek,corrected
344,Gemini,corrected
346,ChatGpt2025,not_corrected
346,DeepSeek,not_corrected
346,Gemini,not_corrected
346,ChatGpt2025,corrected
346,DeepSeek,corrected
346,Gemini,corrected
347,ChatGpt2025,corrected
347,DeepSeek,corrected
347,Gemini,corrected
347,ChatGpt2025,corrected
347,DeepSeek,corrected
347,Gemini,corrected
347,ChatGpt2025,corrected
347,DeepSeek,corrected
347,Gemini,corrected
347,ChatGpt2025,corrected
347,DeepSeek,corrected
347,Gemini,corrected
347,ChatGpt2025,corrected
347,DeepSeek,corrected
347,Gemini,corrected
349,ChatGpt2025,not_corrected
349,DeepSeek,corrected
349,Gemini,corrected
35,ChatGpt2025,corrected
35,DeepSeek,corrected
35,Gemini,corrected
35,ChatGpt2025,corrected
35,DeepSeek,corrected
35,Gemini,corrected
350,ChatGpt2025,corrected
350,DeepSeek,corrected
350,Gemini,corrected
350,ChatGpt2025,introduced
350,DeepSeek,corrected
350,Gemini,introduced
350,ChatGpt2025,introduced
350,DeepSeek,not_corrected
350,Gemini,corrected
350,ChatGpt2025,introduced
350,DeepSeek,corrected
350,Gemini,introduced
350,ChatGpt2025,introduced
350,DeepSeek,introduced
350,Gemini,introduced
351,ChatGpt2025,introduced
351,DeepSeek,corrected
351,Gemini,introduced
351,ChatGpt2025,not_corrected
351,DeepSeek,corrected
351,Gemini,corrected
352,ChatGpt2025,introduced
352,DeepSeek,corrected
352,Gemini,corrected
352,ChatGpt2025,introduced
352,DeepSeek,corrected
352,Gemini,corrected
353,ChatGpt2025,corrected
353,DeepSeek,corrected
353,Gemini,corrected
354,ChatGpt2025,corrected
354,DeepSeek,corrected
354,Gemini,corrected
356,ChatGpt2025,corrected
356,DeepSeek,corrected
356,Gemini,corrected
356,ChatGpt2025,corrected
356,DeepSeek,corrected
356,Gemini,corrected
357,ChatGpt2025,corrected
357,DeepSeek,corrected
357,Gemini,corrected
357,ChatGpt2025,corrected
357,DeepSeek,corrected
357,Gemini,corrected
357,ChatGpt2025,corrected
357,DeepSeek,corrected
357,Gemini,corrected
36,ChatGpt2025,corrected
36,DeepSeek,corrected
36,Gemini,corrected
36,ChatGpt2025,corrected
36,DeepSeek,corrected
36,Gemini,corrected
38,ChatGpt2025,corrected
38,DeepSeek,corrected
38,Gemini,corrected
38,ChatGpt2025,not_corrected
38,DeepSeek,corrected
38,Gemini,introduced
38,ChatGpt2025,introduced
38,DeepSeek,introduced
38,Gemini,corrected
38,ChatGpt2025,introduced
38,DeepSeek,not_corrected
38,Gemini,corrected
39,ChatGpt2025,corrected
39,DeepSeek,corrected
39,Gemini,corrected
39,ChatGpt2025,corrected
39,DeepSeek,corrected
39,Gemini,corrected
39,ChatGpt2025,corrected
39,DeepSeek,corrected
39,Gemini,corrected
4,ChatGpt2025,not_corrected
4,DeepSeek,corrected
4,Gemini,corrected
41,ChatGpt2025,corrected
41,DeepSeek,corrected
41,Gemini,corrected
41,ChatGpt2025,not_corrected
41,DeepSeek,corrected
41,Gemini,corrected
41,ChatGpt2025,introduced
41,DeepSeek,introduced
41,Gemini,introduced
43,ChatGpt2025,corrected
43,DeepSeek,corrected
43,Gemini,corrected
43,ChatGpt2025,corrected
43,DeepSeek,corrected
43,Gemini,corrected
45,ChatGpt2025,not_corrected
45,DeepSeek,corrected
45,Gemini,corrected
46,ChatGpt2025,not_corrected
46,DeepSeek,not_corrected
46,Gemini,not_corrected
46,ChatGpt2025,introduced
46,DeepSeek,introduced
46,Gemini,introduced
46,ChatGpt2025,corrected
46,DeepSeek,corrected
46,Gemini,introduced
47,ChatGpt2025,corrected
47,DeepSeek,corrected
47,Gemini,corrected
48,ChatGpt2025,corrected
48,DeepSeek,corrected
48,Gemini,corrected
48,ChatGpt2025,corrected
48,DeepSeek,corrected
48,Gemini,corrected
48,ChatGpt2025,corrected
48,DeepSeek,corrected
48,Gemini,corrected
48,ChatGpt2025,corrected
48,DeepSeek,corrected
48,Gemini,corrected
48,ChatGpt2025,introduced
48,DeepSeek,introduced
48,Gemini,corrected
5,ChatGpt2025,corrected
5,DeepSeek,not_corrected
5,Gemini,introduced
5,ChatGpt2025,introduced
5,DeepSeek,introduced
5,Gemini,introduced
5,ChatGpt2025,introduced
5,DeepSeek,introduced
5,Gemini,corrected
5,ChatGpt2025,introduced
5,DeepSeek,introduced
5,Gemini,introduced
50,ChatGpt2025,corrected
50,DeepSeek,corrected
50,Gemini,corrected
50,ChatGpt2025,introduced
50,DeepSeek,introduced
50,Gemini,corrected
51,ChatGpt2025,corrected
51,DeepSeek,corrected
51,Gemini,corrected
51,ChatGpt2025,introduced
51,DeepSeek,corrected
51,Gemini,corrected
51,ChatGpt2025,corrected
51,DeepSeek,corrected
51,Gemini,corrected
52,ChatGpt2025,corrected
52,DeepSeek,corrected
52,Gemini,corrected
52,ChatGpt2025,corrected
52,DeepSeek,corrected
52,Gemini,corrected
53,ChatGpt2025,corrected
53,DeepSeek,corrected
53,Gemini,corrected
53,ChatGpt2025,corrected
53,DeepSeek,corrected
53,Gemini,corrected
53,ChatGpt2025,corrected
53,DeepSeek,corrected
53,Gemini,corrected
55,ChatGpt2025,not_corrected
55,DeepSeek,corrected
55,Gemini,not_corrected
55,ChatGpt2025,corrected
55,DeepSeek,corrected
55,Gemini,not_corrected
56,ChatGpt2025,corrected
56,DeepSeek,corrected
56,Gemini,corrected
56,ChatGpt2025,corrected
56,DeepSeek,corrected
56,Gemini,corrected
56,ChatGpt2025,not_corrected
56,DeepSeek,corrected
56,Gemini,not_corrected
57,ChatGpt2025,corrected
57,DeepSeek,corrected
57,Gemini,corrected
57,ChatGpt2025,introduced
57,DeepSeek,introduced
57,Gemini,corrected
58,ChatGpt2025,corrected
58,DeepSeek,corrected
58,Gemini,corrected
59,ChatGpt2025,corrected
59,DeepSeek,corrected
59,Gemini,corrected
59,ChatGpt2025,corrected
59,DeepSeek,corrected
59,Gemini,corrected
6,ChatGpt2025,introduced
6,DeepSeek,corrected
6,Gemini,corrected
6,ChatGpt2025,introduced
6,DeepSeek,corrected
6,Gemini,corrected
6,ChatGpt2025,corrected
6,DeepSeek,corrected
6,Gemini,corrected
60,ChatGpt2025,corrected
60,DeepSeek,corrected
60,Gemini,corrected
61,ChatGpt2025,not_corrected
61,DeepSeek,corrected
61,Gemini,not_corrected
61,ChatGpt2025,corrected
61,DeepSeek,corrected
61,Gemini,corrected
63,ChatGpt2025,corrected
63,DeepSeek,corrected
63,Gemini,corrected
63,ChatGpt2025,corrected
63,DeepSeek,corrected
63,Gemini,corrected
63,ChatGpt2025,corrected
63,DeepSeek,corrected
63,Gemini,corrected
63,ChatGpt2025,corrected
63,DeepSeek,corrected
63,Gemini,corrected
64,ChatGpt2025,corrected
64,DeepSeek,corrected
64,Gemini,corrected
64,ChatGpt2025,corrected
64,DeepSeek,corrected
64,Gemini,corrected
65,ChatGpt2025,corrected
65,DeepSeek,not_corrected
65,Gemini,corrected
66,ChatGpt2025,corrected
66,DeepSeek,corrected
66,Gemini,corrected
66,ChatGpt2025,corrected
66,DeepSeek,corrected
66,Gemini,corrected
67,ChatGpt2025,corrected
67,DeepSeek,corrected
67,Gemini,corrected
68,ChatGpt2025,not_corrected
68,DeepSeek,corrected
68,Gemini,not_corrected
68,ChatGpt2025,not_corrected
68,DeepSeek,not_corrected
68,Gemini,not_corrected
68,ChatGpt2025,corrected
68,DeepSeek,corrected
68,Gemini,corrected
69,ChatGpt2025,corrected
69,DeepSeek,corrected
69,Gemini,corrected
70,ChatGpt2025,not_corrected
70,DeepSeek,not_corrected
70,Gemini,corrected
71,ChatGpt2025,introduced
71,DeepSeek,corrected
71,Gemini,introduced
72,ChatGpt2025,not_corrected
72,DeepSeek,not_corrected
72,Gemini,not_corrected
74,ChatGpt2025,corrected
74,DeepSeek,corrected
74,Gemini,corrected
74,ChatGpt2025,corrected
74,DeepSeek,corrected
74,Gemini,corrected
75,ChatGpt2025,not_corrected
75,DeepSeek,not_corrected
75,Gemini,not_corrected
75,ChatGpt2025,corrected
75,DeepSeek,corrected
75,Gemini,corrected
75,ChatGpt2025,not_corrected
75,DeepSeek,not_corrected
75,Gemini,not_corrected
76,ChatGpt2025,corrected
76,DeepSeek,corrected
76,Gemini,corrected
76,ChatGpt2025,corrected
76,DeepSeek,corrected
76,Gemini,corrected
8,ChatGpt2025,corrected
8,DeepSeek,corrected
8,Gemini,corrected
8,ChatGpt2025,introduced
8,DeepSeek,introduced
8,Gemini,introduced
80,ChatGpt2025,corrected
80,DeepSeek,corrected
80,Gemini,corrected
81,ChatGpt2025,not_corrected
81,DeepSeek,not_corrected
81,Gemini,corrected
83,ChatGpt2025,corrected
83,DeepSeek,corrected
83,Gemini,corrected
84,ChatGpt2025,corrected
84,DeepSeek,corrected
84,Gemini,corrected
85,ChatGpt2025,corrected
85,DeepSeek,corrected
85,Gemini,corrected
85,ChatGpt2025,corrected
85,DeepSeek,corrected
85,Gemini,corrected
87,ChatGpt2025,corrected
87,DeepSeek,corrected
87,Gemini,corrected
88,ChatGpt2025,not_corrected
88,DeepSeek,not_corrected
88,Gemini,corrected
88,ChatGpt2025,not_corrected
88,DeepSeek,not_corrected
88,Gemini,not_corrected
88,ChatGpt2025,not_corrected
88,DeepSeek,not_corrected
88,Gemini,corrected
88,ChatGpt2025,not_corrected
88,DeepSeek,not_corrected
88,Gemini,corrected
88,ChatGpt2025,not_corrected
88,DeepSeek,introduced
88,Gemini,not_corrected
9,ChatGpt2025,corrected
9,DeepSeek,corrected
9,Gemini,corrected
9,ChatGpt2025,introduced
9,DeepSeek,corrected
9,Gemini,not_corrected
90,ChatGpt2025,not_corrected
90,DeepSeek,not_corrected
90,Gemini,not_corrected
90,ChatGpt2025,not_corrected
90,DeepSeek,not_corrected
90,Gemini,not_corrected
91,ChatGpt2025,corrected
91,DeepSeek,corrected
91,Gemini,corrected
91,ChatGpt2025,corrected
91,DeepSeek,corrected
91,Gemini,introduced
92,ChatGpt2025,corrected
92,DeepSeek,corrected
92,Gemini,corrected
93,ChatGpt2025,corrected
93,DeepSeek,corrected
93,Gemini,corrected
93,ChatGpt2025,corrected
93,DeepSeek,corrected
93,Gemini,corrected
93,ChatGpt2025,corrected
93,DeepSeek,corrected
93,Gemini,corrected
94,ChatGpt2025,corrected
94,DeepSeek,corrected
94,Gemini,corrected
94,ChatGpt2025,corrected
94,DeepSeek,corrected
94,Gemini,corrected
94,ChatGpt2025,corrected
94,DeepSeek,corrected
94,Gemini,corrected
95,ChatGpt2025,corrected
95,DeepSeek,corrected
95,Gemini,corrected
95,ChatGpt2025,corrected
95,DeepSeek,corrected
95,Gemini,corrected
96,ChatGpt2025,corrected
96,DeepSeek,corrected
96,Gemini,not_corrected
97,ChatGpt2025,corrected
97,DeepSeek,corrected
97,Gemini,corrected
97,ChatGpt2025,corrected
97,DeepSeek,not_corrected
97,Gemini,corrected
97,ChatGpt2025,corrected
97,DeepSeek,corrected
97,Gemini,corrected
